Cable_A_Name,Cable_A_Dia_mm,Cable_A_Material,Cable_B_Name,Cable_B_Dia_mm,Cable_B_Material,Part_Number,NZ_Alpha_Short_Code,Chart_Source
GRASSHOPPER,11.7,Aluminum,19 / 064 CU (38.7MM2),8.13,Copper,600411-0,B1-T,Blue
GRASSHOPPER,11.7,Aluminum,SPARROW,8.13,Aluminum,600403-0,,Blue
GRASSHOPPER,11.7,Aluminum,SPARROW,8.13,Aluminum,600448-0,,Blue
GRASSHOPPER,11.7,Aluminum,SPARROW,8.13,Aluminum,600411-0,B1-T,Blue
GRASSHOPPER,11.7,Aluminum,35MM2 CU (19 / 1.53),7.65,Copper,600403-0,,Blue
GRASSHOPPER,11.7,Aluminum,35MM2 CU (19 / 1.53),7.65,Copper,600448-0,,Blue
GRASSHOPPER,11.7,Aluminum,35MM2 CU (19 / 1.53),7.65,Copper,600411-0,B1-T,Blue
GRASSHOPPER,11.7,Aluminum,CHLORINE,7.5,Aluminum,600403-0,,Blue
GRASSHOPPER,11.7,Aluminum,CHLORINE,7.5,Aluminum,600448-0,,Blue
GRASSHOPPER,11.7,Aluminum,CHLORINE,7.5,Aluminum,600411-0,B1-T,Blue
GRASSHOPPER,11.7,Aluminum,GOPHER / POKO,7.08,Aluminum,600403-0,,Blue
GRASSHOPPER,11.7,Aluminum,GOPHER / POKO,7.08,Aluminum,600448-0,,Blue
GRASSHOPPER,11.7,Aluminum,GOPHER / POKO,7.08,Aluminum,600411-0,B1-T,Blue
GRASSHOPPER,11.7,Aluminum,BORON,6.8,Aluminum,600448-0,,Blue
GRASSHOPPER,11.7,Aluminum,BORON,6.8,Aluminum,600403-0,,Blue
GRASSHOPPER,11.7,Aluminum,FLOUNDER,6.7,Aluminum,600448-0,,Blue
GRASSHOPPER,11.7,Aluminum,FLOUNDER,6.7,Aluminum,600403-0,,Blue
GRASSHOPPER,11.7,Aluminum,GNAT,6.62,Aluminum,600448-0,,Blue
GRASSHOPPER,11.7,Aluminum,GNAT,6.62,Aluminum,600403-0,,Blue
GRASSHOPPER,11.7,Aluminum,19.052 CU (25.5MM2),6.6,Copper,600448-0,,Blue
GRASSHOPPER,11.7,Aluminum,19.052 CU (25.5MM2),6.6,Copper,600403-0,,Blue
GRASSHOPPER,11.7,Aluminum,25MM2 CU (7 / 2.14),6.42,Copper,600447-0,B1-D,Blue
GRASSHOPPER,11.7,Aluminum,25MM2 CU (7 / 2.14),6.42,Copper,600456-0,B1-F,Blue
GRASSHOPPER,11.7,Aluminum,SWAN,6.35,Aluminum,600447-0,B1-D,Blue
GRASSHOPPER,11.7,Aluminum,SWAN,6.35,Aluminum,600456-0,B1-F,Blue
GRASSHOPPER,11.7,Aluminum,7 / 080 CU,6.33,Copper,600447-0,B1-D,Blue
GRASSHOPPER,11.7,Aluminum,7 / 080 CU,6.33,Copper,600456-0,B1-F,Blue
GRASSHOPPER,11.7,Aluminum,MAGPIE,6.33,Aluminum,600447-0,B1-D,Blue
GRASSHOPPER,11.7,Aluminum,MAGPIE,6.33,Aluminum,600456-0,B1-F,Blue
GRASSHOPPER,11.7,Aluminum,SQUIRREL / NAMU,6.33,Aluminum,600447-0,B1-D,Blue
GRASSHOPPER,11.7,Aluminum,SQUIRREL / NAMU,6.33,Aluminum,600456-0,B1-F,Blue
GRASSHOPPER,11.7,Aluminum,HERRING / THRUSH,5.66,Aluminum,600447-0,B1-D,Blue
GRASSHOPPER,11.7,Aluminum,HERRING / THRUSH,5.66,Aluminum,600456-0,B1-F,Blue
GRASSHOPPER,11.7,Aluminum,ARGON,5.3,Aluminum,600447-0,B1-D,Blue
GRASSHOPPER,11.7,Aluminum,ARGON,5.3,Aluminum,600456-0,B1-F,Blue
GRASSHOPPER,11.7,Aluminum,16MM2 CU (7 / 1.70),5.1,Copper,600446-0,,Blue
GRASSHOPPER,11.7,Aluminum,16MM2 CU (7 / 1.70),5.1,Copper,600455-0,B1-G,Blue
GRASSHOPPER,11.7,Aluminum,MULLET,4.9,Aluminum,600446-0,,Blue
GRASSHOPPER,11.7,Aluminum,MULLET,4.9,Aluminum,600455-0,B1-G,Blue
GRASSHOPPER,11.7,Aluminum,7 / 064 CU (14.28MM2),4.88,Copper,600446-0,,Blue
GRASSHOPPER,11.7,Aluminum,7 / 064 CU (14.28MM2),4.88,Copper,600455-0,B1-G,Blue
GRASSHOPPER,11.7,Aluminum,37 / .072 CU (95.3MM2),,Copper,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,BUTTERFLY,23.2,Aluminum,1-602031-7,Y2-28,Yellow
HELIUM / GARNET,11.3,Aluminum,BUTTERFLY,23.2,Aluminum,1-602031-6,Y2-22,Yellow
HELIUM / GARNET,11.3,Aluminum,300MM2 CU (61 / 2.52),22.68,Copper,1-602031-7,Y2-28,Yellow
HELIUM / GARNET,11.3,Aluminum,300MM2 CU (61 / 2.52),22.68,Copper,1-602031-6,Y2-22,Yellow
HELIUM / GARNET,11.3,Aluminum,COCKROACH,21.1,Aluminum,1-602031-8,,Yellow
HELIUM / GARNET,11.3,Aluminum,COCKROACH,21.1,Aluminum,1-602031-6,Y2-22,Yellow
HELIUM / GARNET,11.3,Aluminum,COCKROACH,21.1,Aluminum,1-602031-7,Y2-28,Yellow
HELIUM / GARNET,11.3,Aluminum,240MM2 CU (61 / 2.25),20.25,Copper,1-602031-9,,Yellow
HELIUM / GARNET,11.3,Aluminum,240MM2 CU (61 / 2.25),20.25,Copper,1-602031-6,Y2-22,Yellow
HELIUM / GARNET,11.3,Aluminum,240MM2 CU (61 / 2.25),20.25,Copper,1-602031-7,Y2-28,Yellow
HELIUM / GARNET,11.3,Aluminum,240MM2 CU (61 / 2.25),20.25,Copper,1-602031-8,,Yellow
HELIUM / GARNET,11.3,Aluminum,SPIDER,20.0,Aluminum,1-602031-9,,Yellow
HELIUM / GARNET,11.3,Aluminum,SPIDER,20.0,Aluminum,1-602031-8,,Yellow
HELIUM / GARNET,11.3,Aluminum,SPIDER,20.0,Aluminum,1-602031-7,Y2-28,Yellow
HELIUM / GARNET,11.3,Aluminum,SPIDER,20.0,Aluminum,1-602031-6,Y2-22,Yellow
HELIUM / GARNET,11.3,Aluminum,CHAFER,19.9,Aluminum,1-602031-9,,Yellow
HELIUM / GARNET,11.3,Aluminum,CHAFER,19.9,Aluminum,1-602031-6,Y2-22,Yellow
HELIUM / GARNET,11.3,Aluminum,CHAFER,19.9,Aluminum,1-602031-7,Y2-28,Yellow
HELIUM / GARNET,11.3,Aluminum,CHAFER,19.9,Aluminum,1-602031-8,,Yellow
HELIUM / GARNET,11.3,Aluminum,IBIS,19.89,Aluminum,1-602031-9,,Yellow
HELIUM / GARNET,11.3,Aluminum,IBIS,19.89,Aluminum,1-602031-8,,Yellow
HELIUM / GARNET,11.3,Aluminum,IBIS,19.89,Aluminum,1-602031-7,Y2-28,Yellow
HELIUM / GARNET,11.3,Aluminum,IBIS,19.89,Aluminum,1-602031-6,Y2-22,Yellow
HELIUM / GARNET,11.3,Aluminum,JAGUAR / MATA,19.3,Aluminum,1-602031-9,,Yellow
HELIUM / GARNET,11.3,Aluminum,JAGUAR / MATA,19.3,Aluminum,1-602031-8,,Yellow
HELIUM / GARNET,11.3,Aluminum,JAGUAR / MATA,19.3,Aluminum,1-602031-7,Y2-28,Yellow
HELIUM / GARNET,11.3,Aluminum,NEON,18.8,Aluminum,1-602031-9,,Yellow
HELIUM / GARNET,11.3,Aluminum,NEON,18.8,Aluminum,1-602031-8,,Yellow
HELIUM / GARNET,11.3,Aluminum,NEON,18.8,Aluminum,1-602031-7,Y2-28,Yellow
HELIUM / GARNET,11.3,Aluminum,37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,1-602031-9,,Yellow
HELIUM / GARNET,11.3,Aluminum,37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,1-602031-7,Y2-28,Yellow
HELIUM / GARNET,11.3,Aluminum,37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,1-602031-8,,Yellow
HELIUM / GARNET,11.3,Aluminum,WOLF,18.13,Aluminum,1-602031-9,,Yellow
HELIUM / GARNET,11.3,Aluminum,WOLF,18.13,Aluminum,1-602031-8,,Yellow
HELIUM / GARNET,11.3,Aluminum,WOLF,18.13,Aluminum,1-602031-7,Y2-28,Yellow
HELIUM / GARNET,11.3,Aluminum,CATERPILLAR,17.7,Aluminum,1-602031-9,,Yellow
HELIUM / GARNET,11.3,Aluminum,CATERPILLAR,17.7,Aluminum,602002-0,,Yellow
HELIUM / GARNET,11.3,Aluminum,CATERPILLAR,17.7,Aluminum,1-602031-8,,Yellow
HELIUM / GARNET,11.3,Aluminum,185MM2 ALI,17.64,Aluminum,1-602031-9,,Yellow
HELIUM / GARNET,11.3,Aluminum,185MM2 ALI,17.64,Aluminum,1-602031-8,,Yellow
HELIUM / GARNET,11.3,Aluminum,185MM2 ALI,17.64,Aluminum,602002-0,,Yellow
HELIUM / GARNET,11.3,Aluminum,185MM2 CU (37 / 2.52),17.64,Copper,1-602031-9,,Yellow
HELIUM / GARNET,11.3,Aluminum,185MM2 CU (37 / 2.52),17.64,Copper,1-602031-8,,Yellow
HELIUM / GARNET,11.3,Aluminum,185MM2 CU (37 / 2.52),17.64,Copper,602002-0,,Blue
HELIUM / GARNET,11.3,Aluminum,DINGO / WETA,16.75,Aluminum,602380-4,B5-6,Blue
HELIUM / GARNET,11.3,Aluminum,DINGO / WETA,16.75,Aluminum,602380-5,,Blue
HELIUM / GARNET,11.3,Aluminum,KRYPTON,16.3,Aluminum,602046-6,,Blue
HELIUM / GARNET,11.3,Aluminum,KRYPTON,16.3,Aluminum,602380-3,B5-5,White
HELIUM / GARNET,11.3,Aluminum,HORNET,16.25,Aluminum,602046-6,,Blue
HELIUM / GARNET,11.3,Aluminum,HORNET,16.25,Aluminum,602380-3,B5-5,White
HELIUM / GARNET,11.3,Aluminum,CRICKET,16.1,Aluminum,602046-6,,Blue
HELIUM / GARNET,11.3,Aluminum,CRICKET,16.1,Aluminum,602380-3,B5-5,White
HELIUM / GARNET,11.3,Aluminum,WAXWING,15.94,Aluminum,602046-6,,Blue
HELIUM / GARNET,11.3,Aluminum,WAXWING,15.94,Aluminum,602380-3,B5-5,Blue
HELIUM / GARNET,11.3,Aluminum,150MM2 CU (37 / 2.25),15.75,Copper,602046-6,,Blue
HELIUM / GARNET,11.3,Aluminum,150MM2 CU (37 / 2.25),15.75,Copper,602380-3,B5-5,White
HELIUM / GARNET,11.3,Aluminum,37 / .083 CU (126.7MM2),14.8,Copper,602046-6,,Blue
HELIUM / GARNET,11.3,Aluminum,37 / .083 CU (126.7MM2),14.8,Copper,602046-4,,Blue
HELIUM / GARNET,11.3,Aluminum,BEE,14.71,Aluminum,602046-6,,Blue
HELIUM / GARNET,11.3,Aluminum,BEE,14.71,Aluminum,602046-4,,Blue
HELIUM / GARNET,11.3,Aluminum,19 / 116 CU,14.7,Copper,602046-6,,Blue
HELIUM / GARNET,11.3,Aluminum,19 / 116 CU,14.7,Copper,602046-4,,Blue
HELIUM / GARNET,11.3,Aluminum,IODINE,14.3,Aluminum,600466-0,B1-M,Blue
HELIUM / GARNET,11.3,Aluminum,IODINE,14.3,Aluminum,600465-0,B1-L,Blue
HELIUM / GARNET,11.3,Aluminum,IODINE,14.3,Aluminum,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,120MM2 CU (37 / 2.03),14.21,Copper,600466-0,B1-M,Blue
HELIUM / GARNET,11.3,Aluminum,120MM2 CU (37 / 2.03),14.21,Copper,600465-0,B1-L,Blue
HELIUM / GARNET,11.3,Aluminum,120MM2 CU (37 / 2.03),14.21,Copper,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,HARE,14.17,Aluminum,600465-0,B1-L,Blue
HELIUM / GARNET,11.3,Aluminum,HARE,14.17,Aluminum,600466-0,B1-M,Blue
HELIUM / GARNET,11.3,Aluminum,HARE,14.17,Aluminum,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,HARE,14.17,Aluminum,600466-0,B1-M,Blue
HELIUM / GARNET,11.3,Aluminum,HARE,14.17,Aluminum,600465-0,B1-L,Blue
HELIUM / GARNET,11.3,Aluminum,HARE,14.17,Aluminum,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,DOG / WEKE,14.16,Aluminum,600466-0,B1-M,Blue
HELIUM / GARNET,11.3,Aluminum,DOG / WEKE,14.16,Aluminum,600465-0,B1-L,Blue
HELIUM / GARNET,11.3,Aluminum,DOG / WEKE,14.16,Aluminum,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,HYDROGEN,13.5,Aluminum,600466-0,B1-M,Blue
HELIUM / GARNET,11.3,Aluminum,HYDROGEN,13.5,Aluminum,600465-0,B1-L,Blue
HELIUM / GARNET,11.3,Aluminum,HYDROGEN,13.5,Aluminum,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,BEETLE,13.33,Aluminum,600466-0,B1-M,Blue
HELIUM / GARNET,11.3,Aluminum,BEETLE,13.33,Aluminum,600465-0,B1-L,Blue
HELIUM / GARNET,11.3,Aluminum,BEETLE,13.33,Aluminum,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,WASP,13.2,Aluminum,600466-0,B1-M,Blue
HELIUM / GARNET,11.3,Aluminum,WASP,13.2,Aluminum,600465-0,B1-L,Blue
HELIUM / GARNET,11.3,Aluminum,WASP,13.2,Aluminum,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,19 / 101 CU / 37 / .072 CU (95.3MM2),12.8,Copper,600465-0,B1-L,Blue
HELIUM / GARNET,11.3,Aluminum,19 / 101 CU / 37 / .072 CU (95.3MM2),12.8,Copper,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,19 / 101 CU / 37 / .072 CU (95.3MM2),12.8,Copper,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,AMPACT LUG (CU),12.7,Copper,600465-0,B1-L,Blue
HELIUM / GARNET,11.3,Aluminum,AMPACT LUG (CU),12.7,Copper,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,AMPACT LUG (CU),12.7,Copper,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,95MM2 CU (19 / 2.52),12.6,Copper,600465-0,B1-L,Blue
HELIUM / GARNET,11.3,Aluminum,95MM2 CU (19 / 2.52),12.6,Copper,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,95MM2 CU (19 / 2.52),12.6,Copper,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,PIGEON,12.5,Aluminum,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,PIGEON,12.5,Aluminum,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,RACCOON,12.3,Aluminum,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,RACCOON,12.3,Aluminum,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,PETREL,11.71,Aluminum,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,PETREL,11.71,Aluminum,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,GRASSHOPPER,11.7,Aluminum,600459-0,B1-H,Blue
HELIUM / GARNET,11.3,Aluminum,GRASSHOPPER,11.7,Aluminum,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,HELIUM / GARNET,11.3,Aluminum,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,HELIUM / GARNET,11.3,Aluminum,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,7 / 144 ALI,11.0,Aluminum,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,7 / 144 ALI,11.0,Aluminum,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,MINK / RANGO,10.98,Aluminum,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,MINK / RANGO,10.98,Aluminum,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,70MM2 CU (19 / 2.14),10.7,Copper,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,70MM2 CU (19 / 2.14),10.7,Copper,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,19 / 083 CU (65.1MM2),10.5,Copper,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,19 / 083 CU (65.1MM2),10.5,Copper,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,HAKE,10.41,Aluminum,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,HAKE,10.41,Aluminum,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,FLY / SNIPE,10.2,Aluminum,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,FLY / SNIPE,10.2,Aluminum,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,RAVEN,10.11,Aluminum,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,RAVEN,10.11,Aluminum,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,RAVEN,10.11,Aluminum,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,RABBIT,10.0,Aluminum,600458-0,B1-K,Blue
HELIUM / GARNET,11.3,Aluminum,RABBIT,10.0,Aluminum,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,RABBIT,10.0,Aluminum,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,19 / 072 CU,9.15,Copper,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,19 / 072 CU,9.15,Copper,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,FLUORINE,9.0,Aluminum,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,FLUORINE,9.0,Aluminum,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,KUTU / FERRET,9.0,Aluminum,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,KUTU / FERRET,9.0,Aluminum,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,LAMPREY,8.97,Aluminum,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,LAMPREY,8.97,Aluminum,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,50MM2 CU (19 / 1.78),8.9,Copper,600403-0,,Blue
HELIUM / GARNET,11.3,Aluminum,50MM2 CU (19 / 1.78),8.9,Copper,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,50MM2 CU (19 / 1.78),8.9,Copper,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,LADYBIRD,8.4,Aluminum,600403-0,,Blue
HELIUM / GARNET,11.3,Aluminum,LADYBIRD,8.4,Aluminum,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,LADYBIRD,8.4,Aluminum,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,FOX,8.38,Aluminum,600403-0,,Blue
HELIUM / GARNET,11.3,Aluminum,FOX,8.38,Aluminum,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,FOX,8.38,Aluminum,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,19 / 064 CU (38.7MM2),8.13,Copper,600403-0,,Blue
HELIUM / GARNET,11.3,Aluminum,19 / 064 CU (38.7MM2),8.13,Copper,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,19 / 064 CU (38.7MM2),8.13,Copper,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,SPARROW,8.13,Aluminum,600403-0,,Blue
HELIUM / GARNET,11.3,Aluminum,SPARROW,8.13,Aluminum,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,SPARROW,8.13,Aluminum,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,35MM2 CU (19 / 1.53),7.65,Copper,600403-0,,Blue
HELIUM / GARNET,11.3,Aluminum,35MM2 CU (19 / 1.53),7.65,Copper,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,35MM2 CU (19 / 1.53),7.65,Copper,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,CHLORINE,7.5,Aluminum,600403-0,,Blue
HELIUM / GARNET,11.3,Aluminum,CHLORINE,7.5,Aluminum,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,CHLORINE,7.5,Aluminum,600411-0,B1-T,Blue
HELIUM / GARNET,11.3,Aluminum,GOPHER / POKO,7.08,Aluminum,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,GOPHER / POKO,7.08,Aluminum,600403-0,,Blue
HELIUM / GARNET,11.3,Aluminum,BORON,6.8,Aluminum,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,BORON,6.8,Aluminum,600403-0,,Blue
HELIUM / GARNET,11.3,Aluminum,FLOUNDER,6.7,Aluminum,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,FLOUNDER,6.7,Aluminum,600403-0,,Blue
HELIUM / GARNET,11.3,Aluminum,GNAT,6.62,Aluminum,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,GNAT,6.62,Aluminum,600403-0,,Blue
HELIUM / GARNET,11.3,Aluminum,19.052 CU (25.5MM2),6.6,Copper,600448-0,,Blue
HELIUM / GARNET,11.3,Aluminum,19.052 CU (25.5MM2),6.6,Copper,600403-0,,Blue
HELIUM / GARNET,11.3,Aluminum,25MM2 CU (7 / 2.14),6.42,Copper,600447-0,B1-D,Blue
HELIUM / GARNET,11.3,Aluminum,25MM2 CU (7 / 2.14),6.42,Copper,600456-0,B1-F,Blue
HELIUM / GARNET,11.3,Aluminum,SWAN,6.35,Aluminum,600447-0,B1-D,Blue
HELIUM / GARNET,11.3,Aluminum,SWAN,6.35,Aluminum,600456-0,B1-F,Blue
HELIUM / GARNET,11.3,Aluminum,7 / 080 CU,6.33,Copper,600447-0,B1-D,Blue
HELIUM / GARNET,11.3,Aluminum,7 / 080 CU,6.33,Copper,600456-0,B1-F,Blue
HELIUM / GARNET,11.3,Aluminum,MAGPIE,6.33,Aluminum,600447-0,B1-D,Blue
HELIUM / GARNET,11.3,Aluminum,MAGPIE,6.33,Aluminum,600456-0,B1-F,Blue
HELIUM / GARNET,11.3,Aluminum,SQUIRREL / NAMU,6.33,Aluminum,600447-0,B1-D,Blue
HELIUM / GARNET,11.3,Aluminum,SQUIRREL / NAMU,6.33,Aluminum,600456-0,B1-F,Blue
HELIUM / GARNET,11.3,Aluminum,HERRING / THRUSH,5.66,Aluminum,600447-0,B1-D,Blue
HELIUM / GARNET,11.3,Aluminum,HERRING / THRUSH,5.66,Aluminum,600456-0,B1-F,Blue
HELIUM / GARNET,11.3,Aluminum,ARGON,5.3,Aluminum,600447-0,B1-D,Blue
HELIUM / GARNET,11.3,Aluminum,16MM2 CU (7 / 1.70),5.1,Copper,600446-0,,Blue
HELIUM / GARNET,11.3,Aluminum,16MM2 CU (7 / 1.70),5.1,Copper,600455-0,B1-G,Blue
HELIUM / GARNET,11.3,Aluminum,MULLET,4.9,Aluminum,600446-0,,Blue
HELIUM / GARNET,11.3,Aluminum,MULLET,4.9,Aluminum,600455-0,B1-G,Blue
HELIUM / GARNET,11.3,Aluminum,7 / 064 CU (14.28MM2),4.88,Copper,600446-0,,Blue
HELIUM / GARNET,11.3,Aluminum,7 / 064 CU (14.28MM2),4.88,Copper,600455-0,B1-G,Blue
HELIUM / GARNET,11.3,Aluminum,37 / .072 CU (95.3MM2),,Copper,600458-0,B1-K,Blue
7 / 144 ALI,11.0,Aluminum,BUTTERFLY,23.2,Aluminum,1-602031-7,Y2-28,Yellow
7 / 144 ALI,11.0,Aluminum,300MM2 CU (61 / 2.52),22.68,Copper,1-602031-7,Y2-28,Yellow
7 / 144 ALI,11.0,Aluminum,COCKROACH,21.1,Aluminum,1-602031-9,,Yellow
7 / 144 ALI,11.0,Aluminum,COCKROACH,21.1,Aluminum,1-602031-7,Y2-28,Yellow
7 / 144 ALI,11.0,Aluminum,COCKROACH,21.1,Aluminum,1-602031-8,,Yellow
7 / 144 ALI,11.0,Aluminum,240MM2 CU (61 / 2.25),20.25,Copper,1-602031-9,,Yellow
7 / 144 ALI,11.0,Aluminum,240MM2 CU (61 / 2.25),20.25,Copper,1-602031-7,Y2-28,Yellow
7 / 144 ALI,11.0,Aluminum,240MM2 CU (61 / 2.25),20.25,Copper,1-602031-8,,Yellow
7 / 144 ALI,11.0,Aluminum,SPIDER,20.0,Aluminum,1-602031-9,,Yellow
7 / 144 ALI,11.0,Aluminum,SPIDER,20.0,Aluminum,1-602031-7,Y2-28,Yellow
7 / 144 ALI,11.0,Aluminum,SPIDER,20.0,Aluminum,1-602031-8,,Yellow
7 / 144 ALI,11.0,Aluminum,CHAFER,19.9,Aluminum,1-602031-9,,Yellow
7 / 144 ALI,11.0,Aluminum,CHAFER,19.9,Aluminum,1-602031-7,Y2-28,Yellow
7 / 144 ALI,11.0,Aluminum,CHAFER,19.9,Aluminum,1-602031-8,,Yellow
7 / 144 ALI,11.0,Aluminum,IBIS,19.89,Aluminum,1-602031-9,,Yellow
7 / 144 ALI,11.0,Aluminum,IBIS,19.89,Aluminum,1-602031-7,Y2-28,Yellow
7 / 144 ALI,11.0,Aluminum,IBIS,19.89,Aluminum,1-602031-8,,Yellow
7 / 144 ALI,11.0,Aluminum,JAGUAR / MATA,19.3,Aluminum,1-602031-9,,Yellow
7 / 144 ALI,11.0,Aluminum,JAGUAR / MATA,19.3,Aluminum,1-602031-7,Y2-28,Yellow
7 / 144 ALI,11.0,Aluminum,JAGUAR / MATA,19.3,Aluminum,1-602031-8,,Yellow
7 / 144 ALI,11.0,Aluminum,NEON,18.8,Aluminum,1-602031-9,,Yellow
7 / 144 ALI,11.0,Aluminum,NEON,18.8,Aluminum,602002-0,,Yellow
7 / 144 ALI,11.0,Aluminum,NEON,18.8,Aluminum,1-602031-8,,Yellow
7 / 144 ALI,11.0,Aluminum,NEON,18.8,Aluminum,1-602031-7,Y2-28,Yellow
7 / 144 ALI,11.0,Aluminum,37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,1-602031-9,,Yellow
7 / 144 ALI,11.0,Aluminum,37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,1-602031-8,,Yellow
7 / 144 ALI,11.0,Aluminum,37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,602002-0,,Blue
7 / 144 ALI,11.0,Aluminum,WOLF,18.13,Aluminum,1-602031-9,,Yellow
7 / 144 ALI,11.0,Aluminum,WOLF,18.13,Aluminum,602002-0,,Yellow
7 / 144 ALI,11.0,Aluminum,WOLF,18.13,Aluminum,1-602031-8,,Yellow
7 / 144 ALI,11.0,Aluminum,CATERPILLAR,17.7,Aluminum,1-602031-9,,Yellow
7 / 144 ALI,11.0,Aluminum,CATERPILLAR,17.7,Aluminum,602002-0,,Yellow
7 / 144 ALI,11.0,Aluminum,CATERPILLAR,17.7,Aluminum,1-602031-8,,Yellow
7 / 144 ALI,11.0,Aluminum,185MM2 ALI,17.64,Aluminum,1-602031-9,,Yellow
7 / 144 ALI,11.0,Aluminum,185MM2 ALI,17.64,Aluminum,602002-0,,Yellow
7 / 144 ALI,11.0,Aluminum,185MM2 ALI,17.64,Aluminum,1-602031-8,,Yellow
7 / 144 ALI,11.0,Aluminum,185MM2 CU (37 / 2.52),17.64,Copper,1-602031-9,,Yellow
7 / 144 ALI,11.0,Aluminum,185MM2 CU (37 / 2.52),17.64,Copper,1-602031-8,,Yellow
